"","X","ptrans.ht","ptrans.hg","vinc","wane","ptrans.vh","hinc","hrec","feed","run","X","run","perc.vector","perc.host","num.tsetse","trans"
"914",914,0.0285161431828514,2.63788124418352e-05,0.0598779559142732,0.519919056084796,0.337040964843752,0.072644587265638,0.082572035997132,0.455450528307158,914,914,914,0.881318882404836,32.5625956758524,4138.06751036694,-10000
"916",916,0.0311632125353813,0.000183563491136301,0.0426116116955643,0.459958243696427,0.295241016460443,0.140060588999248,0.0943345553277351,0.456235853267717,916,916,916,1.12830282237117,35.5993893841767,4138.06751036695,-10000
"921",921,0.0080794575115107,0.0013171316437528,0.0571250643841845,0.397008180290614,0.473167706716806,0.128540111209483,0.08666065338591,0.44887223597193,921,921,921,1.04547997348534,41.4091606017726,4138.06751036694,-10000
"925",925,0.0133351722081751,0.000827499237665907,0.0358518015462828,0.896090143157127,0.670609722109512,0.116906315430099,0.0778699116217516,0.373681215038174,925,925,925,0.921517838178261,42.939171120412,4138.06751036695,-10000
"955",955,0.00825506708657369,0.00110254738606513,0.0478443591633113,0.451708831731707,0.772942282572249,0.0989952745933396,0.0594914537288772,0.380955641940275,955,955,955,0.983498448029726,49.0140015802139,4138.06751036695,-10000
"962",962,0.0230145977774635,1.825735229766e-05,0.0567168032379433,0.931486419629741,0.361809422300942,0.1525401835549,0.0700269723567006,0.339224589867284,962,962,962,0.90966747250892,42.7553645728916,4138.06751036695,-10000
"984",984,0.0259860083945841,0.00157355257618008,0.0353391071721834,0.0409360212371498,0.564982888873108,0.138076109161507,0.0942627615843046,0.438882460369457,984,984,984,0.966447954363421,21.5126830516412,4138.06751036694,-10000
"988",988,0.0210111453847773,0.000641820709586609,0.0370932953591769,0.855317582755773,0.632414117904985,0.172402269910897,0.0838953411065139,0.411738527868642,988,988,988,1.37403286347401,50.1906574019163,4138.06751036694,-10000
"991",991,0.0202666913598217,0.000316784634627402,0.0494253856381634,0.445287514700347,0.456684995124955,0.17170401568776,0.0686679619257668,0.452349273801471,991,991,991,1.18808570258234,51.0926698462678,4138.06751036694,-10000
"992",992,0.00287909862028435,0.00222116468107211,0.0604237239833378,0.022776072672219,0.447759596264269,0.13643786729956,0.0279577472129002,0.377030239481479,992,992,992,1.0445000774968,38.1098039448766,4138.06751036695,-10000
