"","run","perc.vector","perc.host","num.tsetse","trans"
"75.19",571,0.688795369454443,24.3454260974989,1494.26600482254,-1000
"75.20",571,0.62190329136492,17.2349884777431,934.189595824943,0
"75.21",571,0.557310570769039,6.81971014777111,312.130039495922,1000
"75.22",571,0.489064171470191,2.34439411774975,104.692536531399,2000
"75.23",571,0.425676996298754,0.759248981509189,35.1644713359085,3000
"75.24",571,0.369386579084987,0.239624403289847,11.816910959774,4000
"75.25",571,0.3201879378525,0.074574231377091,3.97172541066073,5000
"76.10",576,0.555784939600234,32.8918859354739,3778.09038634456,-10000
"76.11",576,0.540681486517849,32.1896103586077,3684.96654728447,-9000
"76.12",576,0.522523764610242,31.2987740048218,3567.76276625504,-8000
"76.13",576,0.500959097223273,30.1705883292418,3420.89635536861,-7000
"76.14",576,0.475712098095005,28.7448163036354,3237.74372978631,-6000
"76.15",576,0.446667422698582,26.9491977985523,3010.64837787147,-5000
"76.16",576,0.413988675258747,24.7009778702848,2731.09812516276,-4000
"76.17",576,0.37827932673069,21.9117418465001,2390.21497071425,-3000
"76.18",576,0.340785524093308,18.4945737821022,1979.79334377157,-2000
"76.19",576,0.303625514404244,14.3644748141233,1494.26600482254,-1000
"76.20",576,0.269912849592206,9.40586638617399,934.189595824942,0
"76.21",576,0.240367298724753,3.36267518709547,312.130039495922,1000
"76.22",576,0.210349236238852,1.09589667677717,104.692536531399,2000
"76.23",576,0.182886867840737,0.343052755514221,35.1644713359085,3000
"76.24",576,0.158639315580627,0.105192255023058,11.816910959774,4000
"76.25",576,0.137492785499197,0.0318304747129115,3.97172541066073,5000
"77.10",578,0.320202245375815,14.3279746834074,3778.09038634456,-10000
"77.11",578,0.305708849819063,13.6644676710843,3684.96654728447,-9000
"77.12",578,0.289201544663033,12.8795764053433,3567.76276625504,-8000
"77.13",578,0.270726165713042,11.9630360999764,3420.8963553686,-7000
"77.14",578,0.250450123116271,10.908750775698,3237.74372978631,-6000
"77.15",578,0.22869740012903,9.71754148255204,3010.64837787146,-5000
"77.16",578,0.205979447971209,8.39990027249006,2731.09812516275,-4000
"77.17",578,0.183016981211257,6.97746749617021,2390.21497071425,-3000
"77.18",578,0.160751459342394,5.48105132444246,1979.79334377157,-2000
"77.19",578,0.140352897599696,3.9426304743839,1494.26600482254,-1000
"77.20",578,0.123195244608107,2.38027128267925,934.189595824942,0
"77.21",578,0.109273145087532,0.779492231870865,312.130039495922,1000
"77.22",578,0.0954915630915383,0.246863684527936,104.692536531399,2000
"77.23",578,0.0829863059254175,0.0769406933979172,35.1644713359085,3000
"77.24",578,0.0719738191003024,0.0237299508643671,11.816910959774,4000
"77.25",578,0.0623777006443931,0.0072558163292512,3.97172541066073,5000
"78.10",582,1.13489380207813,43.1883849185307,3778.09038634456,-10000
